id,type
melanoma_8508,malignant
melanoma_5753,malignant
melanoma_6557,malignant
melanoma_3095,benign
melanoma_3728,benign
melanoma_5045,malignant
melanoma_4463,benign
melanoma_9401,malignant
melanoma_2203,benign
melanoma_8866,malignant
melanoma_8215,malignant
melanoma_7067,malignant
melanoma_1841,benign
melanoma_1372,benign
melanoma_4123,benign
melanoma_7238,malignant
melanoma_3716,benign
melanoma_712,benign
melanoma_7743,malignant
melanoma_5808,malignant
melanoma_9098,malignant
melanoma_16,benign
melanoma_2206,benign
melanoma_2219,benign
melanoma_7832,malignant
melanoma_3452,benign
melanoma_227,benign
melanoma_2276,benign
melanoma_2923,benign
melanoma_3107,benign
melanoma_754,benign
melanoma_3173,benign
melanoma_3428,benign
melanoma_4877,benign
melanoma_6820,malignant
melanoma_1363,benign
melanoma_6609,malignant
melanoma_2945,benign
melanoma_1412,benign
melanoma_6176,malignant
melanoma_1525,benign
melanoma_8399,malignant
melanoma_3219,benign
melanoma_2876,benign
melanoma_6662,malignant
melanoma_5257,malignant
melanoma_347,benign
melanoma_540,benign
melanoma_559,benign
melanoma_8301,malignant
melanoma_9069,malignant
melanoma_6258,malignant
melanoma_9025,malignant
melanoma_8516,malignant
melanoma_7090,malignant
melanoma_4466,benign
melanoma_937,benign
melanoma_8248,malignant
melanoma_7547,malignant
melanoma_9316,malignant
melanoma_4515,benign
melanoma_2534,benign
melanoma_3150,benign
melanoma_1573,benign
melanoma_7077,malignant
melanoma_7734,malignant
melanoma_4399,benign
melanoma_4861,benign
melanoma_437,benign
melanoma_8834,malignant
melanoma_6678,malignant
melanoma_4526,benign
melanoma_8927,malignant
melanoma_6644,malignant
melanoma_4937,benign
melanoma_7453,malignant
melanoma_8046,malignant
melanoma_7737,malignant
melanoma_405,benign
melanoma_1063,benign
melanoma_677,benign
melanoma_9484,malignant
melanoma_8954,malignant
melanoma_5919,malignant
melanoma_6824,malignant
melanoma_4117,benign
melanoma_373,benign
melanoma_6297,malignant
melanoma_4836,benign
melanoma_6896,malignant
melanoma_6318,malignant
melanoma_7457,malignant
melanoma_5236,malignant
melanoma_3858,benign
melanoma_8358,malignant
melanoma_823,benign
melanoma_1136,benign
melanoma_2892,benign
melanoma_1770,benign
melanoma_1011,benign
melanoma_985,benign
melanoma_3585,benign
melanoma_1989,benign
melanoma_8928,malignant
melanoma_7618,malignant
melanoma_7774,malignant
melanoma_8897,malignant
melanoma_7240,malignant
melanoma_6944,malignant
melanoma_509,benign
melanoma_4573,benign
melanoma_8184,malignant
melanoma_1,benign
melanoma_389,benign
melanoma_2737,benign
melanoma_5677,malignant
melanoma_5731,malignant
melanoma_6895,malignant
melanoma_8144,malignant
melanoma_8560,malignant
melanoma_2438,benign
melanoma_3775,benign
melanoma_7713,malignant
melanoma_4781,benign
melanoma_1103,benign
melanoma_4387,benign
melanoma_1492,benign
melanoma_1752,benign
melanoma_2680,benign
melanoma_7220,malignant
melanoma_7267,malignant
melanoma_5336,malignant
melanoma_7519,malignant
melanoma_6060,malignant
melanoma_2365,benign
melanoma_259,benign
melanoma_4084,benign
melanoma_7558,malignant
melanoma_8728,malignant
melanoma_4101,benign
melanoma_1056,benign
melanoma_1964,benign
melanoma_2569,benign
melanoma_9324,malignant
melanoma_2139,benign
melanoma_6855,malignant
melanoma_8751,malignant
melanoma_7475,malignant
melanoma_1423,benign
melanoma_3189,benign
melanoma_195,benign
melanoma_6781,malignant
melanoma_1110,benign
melanoma_5581,malignant
melanoma_1329,benign
melanoma_3581,benign
melanoma_9006,malignant
melanoma_3555,benign
melanoma_7655,malignant
melanoma_8830,malignant
melanoma_1047,benign
melanoma_6237,malignant
melanoma_379,benign
melanoma_403,benign
melanoma_772,benign
melanoma_9592,malignant
melanoma_3461,benign
melanoma_3638,benign
melanoma_3086,benign
melanoma_4794,benign
melanoma_4966,benign
melanoma_443,benign
melanoma_4731,benign
melanoma_2614,benign
melanoma_2948,benign
melanoma_6997,malignant
melanoma_765,benign
melanoma_5861,malignant
melanoma_8471,malignant
melanoma_844,benign
melanoma_5755,malignant
melanoma_5491,malignant
melanoma_8583,malignant
melanoma_4896,benign
melanoma_7990,malignant
melanoma_7045,malignant
melanoma_3174,benign
melanoma_8008,malignant
melanoma_6329,malignant
melanoma_3708,benign
melanoma_7226,malignant
melanoma_9068,malignant
melanoma_390,benign
melanoma_2740,benign
melanoma_2061,benign
melanoma_9483,malignant
melanoma_5174,malignant
melanoma_6257,malignant
melanoma_5072,malignant
melanoma_1297,benign
melanoma_9304,malignant
melanoma_2963,benign
melanoma_2831,benign
melanoma_4890,benign
melanoma_2301,benign
melanoma_654,benign
melanoma_5682,malignant
melanoma_2460,benign
melanoma_7634,malignant
melanoma_1249,benign
melanoma_9061,malignant
melanoma_3476,benign
melanoma_2860,benign
melanoma_4520,benign
melanoma_3668,benign
melanoma_5743,malignant
melanoma_605,benign
melanoma_6687,malignant
melanoma_4960,benign
melanoma_165,benign
melanoma_3208,benign
melanoma_7011,malignant
melanoma_472,benign
melanoma_675,benign
melanoma_8074,malignant
melanoma_1336,benign
melanoma_4445,benign
melanoma_9186,malignant
melanoma_8105,malignant
melanoma_8629,malignant
melanoma_2461,benign
melanoma_4365,benign
melanoma_1890,benign
melanoma_2285,benign
melanoma_4308,benign
melanoma_2406,benign
melanoma_3321,benign
melanoma_7283,malignant
melanoma_6143,malignant
melanoma_4039,benign
melanoma_4767,benign
melanoma_7079,malignant
melanoma_9360,malignant
melanoma_4103,benign
melanoma_5284,malignant
melanoma_1694,benign
melanoma_9180,malignant
melanoma_753,benign
melanoma_4193,benign
melanoma_695,benign
melanoma_2792,benign
melanoma_5092,malignant
melanoma_9241,malignant
melanoma_3229,benign
melanoma_7269,malignant
melanoma_5084,malignant
melanoma_8064,malignant
melanoma_2500,benign
melanoma_2692,benign
melanoma_4555,benign
melanoma_1321,benign
melanoma_9214,malignant
melanoma_1995,benign
melanoma_994,benign
melanoma_1302,benign
melanoma_6249,malignant
melanoma_2455,benign
melanoma_1176,benign
melanoma_5513,malignant
melanoma_5707,malignant
melanoma_1693,benign
melanoma_5646,malignant
melanoma_8406,malignant
melanoma_5565,malignant
melanoma_7233,malignant
melanoma_3109,benign
melanoma_5670,malignant
melanoma_3310,benign
melanoma_5225,malignant
melanoma_960,benign
melanoma_2145,benign
melanoma_4992,benign
melanoma_8173,malignant
melanoma_3101,benign
melanoma_6950,malignant
melanoma_1879,benign
melanoma_4611,benign
melanoma_5397,malignant
melanoma_2256,benign
melanoma_8420,malignant
melanoma_6089,malignant
melanoma_7423,malignant
melanoma_4160,benign
melanoma_5614,malignant
melanoma_6708,malignant
melanoma_4572,benign
melanoma_1593,benign
melanoma_5567,malignant
melanoma_3035,benign
melanoma_4637,benign
melanoma_8280,malignant
melanoma_3816,benign
melanoma_2108,benign
melanoma_7146,malignant
melanoma_4961,benign
melanoma_5722,malignant
melanoma_2469,benign
melanoma_7413,malignant
melanoma_3514,benign
melanoma_8501,malignant
melanoma_992,benign
melanoma_9416,malignant
melanoma_7684,malignant
melanoma_337,benign
melanoma_4047,benign
melanoma_1669,benign
melanoma_3474,benign
melanoma_3884,benign
melanoma_2745,benign
melanoma_81,benign
melanoma_8463,malignant
melanoma_4289,benign
melanoma_3154,benign
melanoma_77,benign
melanoma_7276,malignant
melanoma_5947,malignant
melanoma_9179,malignant
melanoma_4049,benign
melanoma_9380,malignant
melanoma_5389,malignant
melanoma_4098,benign
melanoma_613,benign
melanoma_3271,benign
melanoma_7506,malignant
melanoma_7132,malignant
melanoma_182,benign
melanoma_1251,benign
melanoma_8260,malignant
melanoma_3721,benign
melanoma_2127,benign
melanoma_302,benign
melanoma_4072,benign
melanoma_7732,malignant
melanoma_9030,malignant
melanoma_3524,benign
melanoma_3588,benign
melanoma_2341,benign
melanoma_6599,malignant
melanoma_555,benign
melanoma_9299,malignant
melanoma_4566,benign
melanoma_3683,benign
melanoma_7149,malignant
melanoma_7292,malignant
melanoma_4672,benign
melanoma_6749,malignant
melanoma_8337,malignant
melanoma_6621,malignant
melanoma_6640,malignant
melanoma_4442,benign
melanoma_1920,benign
melanoma_3647,benign
melanoma_1054,benign
melanoma_2504,benign
melanoma_1552,benign
melanoma_779,benign
melanoma_3070,benign
melanoma_4883,benign
melanoma_9399,malignant
melanoma_8083,malignant
melanoma_1942,benign
melanoma_6057,malignant
melanoma_2761,benign
melanoma_105,benign
melanoma_6583,malignant
melanoma_7921,malignant
melanoma_5601,malignant
melanoma_3522,benign
melanoma_3559,benign
melanoma_3489,benign
melanoma_553,benign
melanoma_6380,malignant
melanoma_3719,benign
melanoma_851,benign
melanoma_7607,malignant
melanoma_4675,benign
melanoma_6002,malignant
melanoma_6137,malignant
melanoma_1608,benign
melanoma_1530,benign
melanoma_5032,malignant
melanoma_3484,benign
melanoma_3202,benign
melanoma_6333,malignant
melanoma_2468,benign
melanoma_9295,malignant
melanoma_8211,malignant
melanoma_2673,benign
melanoma_4272,benign
melanoma_9210,malignant
melanoma_4718,benign
melanoma_2163,benign
melanoma_2150,benign
melanoma_633,benign
melanoma_8369,malignant
melanoma_4591,benign
melanoma_3328,benign
melanoma_729,benign
melanoma_7302,malignant
melanoma_7849,malignant
melanoma_3973,benign
melanoma_531,benign
melanoma_5337,malignant
melanoma_4841,benign
melanoma_2385,benign
melanoma_4880,benign
melanoma_2585,benign
melanoma_9283,malignant
melanoma_9583,malignant
melanoma_5528,malignant
melanoma_1049,benign
melanoma_2073,benign
melanoma_5697,malignant
melanoma_7682,malignant
melanoma_6893,malignant
melanoma_4648,benign
melanoma_6138,malignant
melanoma_4668,benign
melanoma_3455,benign
melanoma_9406,malignant
melanoma_5400,malignant
melanoma_6891,malignant
melanoma_5484,malignant
melanoma_4972,benign
melanoma_6524,malignant
melanoma_1723,benign
melanoma_6473,malignant
melanoma_273,benign
melanoma_3384,benign
melanoma_8631,malignant
melanoma_6686,malignant
melanoma_8407,malignant
melanoma_2751,benign
melanoma_1454,benign
melanoma_6212,malignant
melanoma_7697,malignant
melanoma_6401,malignant
melanoma_3694,benign
melanoma_6710,malignant
melanoma_6639,malignant
melanoma_5440,malignant
melanoma_479,benign
melanoma_7479,malignant
melanoma_1562,benign
melanoma_8785,malignant
melanoma_3454,benign
melanoma_7503,malignant
melanoma_3873,benign
melanoma_7367,malignant
melanoma_1945,benign
melanoma_8677,malignant
melanoma_5243,malignant
melanoma_3478,benign
melanoma_4974,benign
melanoma_6825,malignant
melanoma_6145,malignant
melanoma_72,benign
melanoma_5178,malignant
melanoma_9394,malignant
melanoma_8664,malignant
melanoma_4857,benign
melanoma_2363,benign
melanoma_7224,malignant
melanoma_1022,benign
melanoma_7562,malignant
melanoma_7348,malignant
melanoma_6182,malignant
melanoma_8207,malignant
melanoma_6962,malignant
melanoma_8403,malignant
melanoma_2515,benign
melanoma_2066,benign
melanoma_4091,benign
melanoma_1919,benign
melanoma_2221,benign
melanoma_6714,malignant
melanoma_4089,benign
melanoma_6026,malignant
melanoma_4205,benign
melanoma_70,benign
melanoma_1736,benign
melanoma_7803,malignant
melanoma_4717,benign
melanoma_2049,benign
melanoma_2750,benign
melanoma_6304,malignant
melanoma_5894,malignant
melanoma_9602,malignant
melanoma_5762,malignant
melanoma_9014,malignant
melanoma_7568,malignant
melanoma_8316,malignant
melanoma_7246,malignant
melanoma_2018,benign
melanoma_782,benign
melanoma_6596,malignant
melanoma_8659,malignant
melanoma_7046,malignant
melanoma_653,benign
melanoma_7661,malignant
melanoma_323,benign
melanoma_1614,benign
melanoma_4022,benign
melanoma_3657,benign
melanoma_7861,malignant
melanoma_8708,malignant
melanoma_6715,malignant
melanoma_7855,malignant
melanoma_4967,benign
melanoma_4987,benign
melanoma_3937,benign
melanoma_6288,malignant
melanoma_8721,malignant
melanoma_3292,benign
melanoma_21,benign
melanoma_3547,benign
melanoma_5488,malignant
melanoma_9565,malignant
melanoma_1228,benign
melanoma_4169,benign
melanoma_5152,malignant
melanoma_5778,malignant
melanoma_8685,malignant
melanoma_8789,malignant
melanoma_3828,benign
melanoma_7313,malignant
melanoma_7611,malignant
melanoma_7387,malignant
melanoma_4428,benign
melanoma_4928,benign
melanoma_3375,benign
melanoma_4954,benign
melanoma_5773,malignant
melanoma_6965,malignant
melanoma_3060,benign
melanoma_2308,benign
melanoma_5740,malignant
melanoma_8376,malignant
melanoma_3871,benign
melanoma_8339,malignant
melanoma_3498,benign
melanoma_7383,malignant
melanoma_5427,malignant
melanoma_8030,malignant
melanoma_4043,benign
melanoma_2458,benign
melanoma_8568,malignant
melanoma_6928,malignant
melanoma_7321,malignant
melanoma_707,benign
melanoma_7317,malignant
melanoma_841,benign
melanoma_1695,benign
melanoma_8627,malignant
melanoma_7761,malignant
melanoma_2081,benign
melanoma_6986,malignant
melanoma_7368,malignant
melanoma_734,benign
melanoma_8754,malignant
melanoma_5203,malignant
melanoma_7794,malignant
melanoma_5241,malignant
melanoma_1548,benign
melanoma_2764,benign
melanoma_4934,benign
melanoma_3407,benign
melanoma_2410,benign
melanoma_8625,malignant
melanoma_2940,benign
melanoma_6591,malignant
melanoma_7244,malignant
melanoma_3333,benign
melanoma_6931,malignant
melanoma_3066,benign
melanoma_2532,benign
melanoma_3182,benign
melanoma_5106,malignant
melanoma_7819,malignant
melanoma_9402,malignant
melanoma_8600,malignant
melanoma_4488,benign
melanoma_4085,benign
melanoma_8944,malignant
melanoma_2282,benign
melanoma_3658,benign
melanoma_5486,malignant
melanoma_8273,malignant
melanoma_7653,malignant
melanoma_1499,benign
melanoma_8382,malignant
melanoma_4540,benign
melanoma_6871,malignant
melanoma_1515,benign
melanoma_4051,benign
melanoma_643,benign
melanoma_2050,benign
melanoma_287,benign
melanoma_4666,benign
melanoma_1243,benign
melanoma_4068,benign
melanoma_8604,malignant
melanoma_8435,malignant
melanoma_1708,benign
melanoma_2820,benign
melanoma_4373,benign
melanoma_8633,malignant
melanoma_7093,malignant
melanoma_5376,malignant
melanoma_8948,malignant
melanoma_2842,benign
melanoma_8291,malignant
melanoma_9009,malignant
melanoma_4037,benign
melanoma_460,benign
melanoma_5166,malignant
melanoma_2713,benign
melanoma_4585,benign
melanoma_6416,malignant
melanoma_3359,benign
melanoma_9057,malignant
melanoma_4911,benign
melanoma_2230,benign
melanoma_767,benign
melanoma_5003,malignant
melanoma_7950,malignant
melanoma_1963,benign
melanoma_5157,malignant
melanoma_6767,malignant
melanoma_5950,malignant
melanoma_4220,benign
melanoma_2462,benign
melanoma_59,benign
melanoma_150,benign
melanoma_9396,malignant
melanoma_2368,benign
melanoma_4979,benign
melanoma_4567,benign
melanoma_8320,malignant
melanoma_3291,benign
melanoma_2227,benign
melanoma_7772,malignant
melanoma_8816,malignant
melanoma_5862,malignant
melanoma_9533,malignant
melanoma_5377,malignant
melanoma_6398,malignant
melanoma_4438,benign
melanoma_1184,benign
melanoma_237,benign
melanoma_8205,malignant
melanoma_2999,benign
melanoma_3998,benign
melanoma_6443,malignant
melanoma_9459,malignant
melanoma_7798,malignant
melanoma_5880,malignant
melanoma_4180,benign
melanoma_7161,malignant
melanoma_8033,malignant
melanoma_9182,malignant
melanoma_1168,benign
melanoma_7379,malignant
melanoma_4519,benign
melanoma_7234,malignant
melanoma_4222,benign
melanoma_6326,malignant
melanoma_6626,malignant
melanoma_2026,benign
melanoma_1495,benign
melanoma_916,benign
melanoma_2088,benign
melanoma_9197,malignant
melanoma_789,benign
melanoma_5131,malignant
melanoma_6762,malignant
melanoma_548,benign
melanoma_1092,benign
melanoma_1718,benign
melanoma_8870,malignant
melanoma_4464,benign
melanoma_2554,benign
melanoma_3656,benign
melanoma_2620,benign
melanoma_3915,benign
melanoma_9385,malignant
melanoma_4845,benign
melanoma_257,benign
melanoma_8856,malignant
melanoma_7114,malignant
melanoma_3279,benign
melanoma_8192,malignant
melanoma_6221,malignant
melanoma_8710,malignant
melanoma_1560,benign
melanoma_7468,malignant
melanoma_1790,benign
melanoma_8895,malignant
melanoma_1899,benign
melanoma_8094,malignant
melanoma_6740,malignant
melanoma_741,benign
melanoma_4348,benign
melanoma_5382,malignant
melanoma_1767,benign
melanoma_6659,malignant
melanoma_1422,benign
melanoma_2103,benign
melanoma_9089,malignant
melanoma_5454,malignant
melanoma_3826,benign
melanoma_717,benign
melanoma_1002,benign
melanoma_9414,malignant
melanoma_1164,benign
melanoma_6396,malignant
melanoma_6601,malignant
melanoma_3259,benign
melanoma_1033,benign
melanoma_4020,benign
melanoma_659,benign
melanoma_863,benign
melanoma_3903,benign
melanoma_2339,benign
melanoma_96,benign
melanoma_1853,benign
melanoma_3121,benign
melanoma_4735,benign
melanoma_2899,benign
melanoma_2540,benign
melanoma_4111,benign
melanoma_1105,benign
melanoma_5472,malignant
melanoma_7773,malignant
melanoma_1540,benign
melanoma_6273,malignant
melanoma_9551,malignant
melanoma_7002,malignant
melanoma_29,benign
melanoma_6792,malignant
melanoma_7299,malignant
melanoma_5407,malignant
melanoma_447,benign
melanoma_9313,malignant
melanoma_9,benign
melanoma_6980,malignant
melanoma_8686,malignant
melanoma_1270,benign
melanoma_6080,malignant
melanoma_6161,malignant
melanoma_4703,benign
melanoma_9308,malignant
melanoma_5418,malignant
melanoma_6208,malignant
melanoma_210,benign
melanoma_428,benign
melanoma_4400,benign
melanoma_7000,malignant
melanoma_3715,benign
melanoma_7866,malignant
melanoma_3348,benign
melanoma_2225,benign
melanoma_3137,benign
melanoma_9053,malignant
melanoma_5662,malignant
melanoma_194,benign
melanoma_9044,malignant
melanoma_3040,benign
melanoma_5331,malignant
melanoma_1575,benign
melanoma_1998,benign
melanoma_5711,malignant
melanoma_5785,malignant
melanoma_2537,benign
melanoma_6892,malignant
melanoma_4674,benign
melanoma_312,benign
melanoma_3315,benign
melanoma_1895,benign
melanoma_9436,malignant
melanoma_7843,malignant
melanoma_3738,benign
melanoma_6415,malignant
melanoma_956,benign
melanoma_1335,benign
melanoma_3275,benign
melanoma_7356,malignant
melanoma_5524,malignant
melanoma_2605,benign
melanoma_6539,malignant
melanoma_5167,malignant
melanoma_3414,benign
melanoma_9496,malignant
melanoma_5416,malignant
melanoma_2511,benign
melanoma_76,benign
melanoma_2348,benign
melanoma_2087,benign
melanoma_1865,benign
melanoma_4012,benign
melanoma_7231,malignant
melanoma_9067,malignant
melanoma_8617,malignant
melanoma_8365,malignant
melanoma_2197,benign
melanoma_1869,benign
melanoma_1523,benign
melanoma_8556,malignant
melanoma_6523,malignant
melanoma_8157,malignant
melanoma_8117,malignant
melanoma_527,benign
melanoma_4317,benign
melanoma_5146,malignant
melanoma_7680,malignant
melanoma_1907,benign
melanoma_4997,benign
melanoma_4826,benign
melanoma_2822,benign
melanoma_5896,malignant
melanoma_4366,benign
melanoma_8322,malignant
melanoma_1571,benign
melanoma_1273,benign
melanoma_2443,benign
melanoma_8705,malignant
melanoma_5030,malignant
melanoma_3361,benign
melanoma_2748,benign
melanoma_1846,benign
melanoma_3835,benign
melanoma_1211,benign
melanoma_1981,benign
melanoma_1786,benign
melanoma_2574,benign
melanoma_7534,malignant
melanoma_4770,benign
melanoma_6515,malignant
melanoma_2998,benign
melanoma_2181,benign
melanoma_973,benign
melanoma_9598,malignant
melanoma_2040,benign
melanoma_4330,benign
melanoma_1248,benign
melanoma_5664,malignant
melanoma_5245,malignant
melanoma_6331,malignant
melanoma_7380,malignant
melanoma_7373,malignant
melanoma_6509,malignant
melanoma_1632,benign
melanoma_26,benign
melanoma_9123,malignant
melanoma_1661,benign
melanoma_6310,malignant
melanoma_8300,malignant
melanoma_3631,benign
melanoma_6982,malignant
melanoma_8788,malignant
melanoma_4376,benign
melanoma_3553,benign
melanoma_8194,malignant
melanoma_3612,benign
melanoma_2695,benign
melanoma_3943,benign
melanoma_9201,malignant
melanoma_7241,malignant
melanoma_668,benign
melanoma_8539,malignant
melanoma_4753,benign
melanoma_6030,malignant
melanoma_944,benign
melanoma_600,benign
melanoma_1200,benign
melanoma_3390,benign
melanoma_5735,malignant
melanoma_6688,malignant
melanoma_7194,malignant
melanoma_1085,benign
melanoma_4018,benign
melanoma_3899,benign
melanoma_8674,malignant
melanoma_8287,malignant
melanoma_1069,benign
melanoma_2786,benign
melanoma_4147,benign
melanoma_661,benign
melanoma_1275,benign
melanoma_4541,benign
melanoma_6899,malignant
melanoma_6235,malignant
melanoma_2191,benign
melanoma_8729,malignant
melanoma_2707,benign
melanoma_5476,malignant
melanoma_1549,benign
melanoma_8009,malignant
melanoma_7887,malignant
melanoma_6287,malignant
melanoma_1447,benign
melanoma_1266,benign
melanoma_3725,benign
melanoma_3163,benign
melanoma_9474,malignant
melanoma_8976,malignant
melanoma_5100,malignant
melanoma_7169,malignant
melanoma_8857,malignant
melanoma_2762,benign
melanoma_8622,malignant
melanoma_7791,malignant
melanoma_8978,malignant
melanoma_1241,benign
melanoma_1229,benign
melanoma_8241,malignant
melanoma_8693,malignant
melanoma_7648,malignant
melanoma_6768,malignant
melanoma_1653,benign
melanoma_3777,benign
melanoma_2516,benign
melanoma_7031,malignant
melanoma_6009,malignant
melanoma_6488,malignant
melanoma_4367,benign
melanoma_3019,benign
melanoma_5483,malignant
melanoma_2377,benign
melanoma_6313,malignant
melanoma_6790,malignant
melanoma_9462,malignant
melanoma_4344,benign
melanoma_9374,malignant
melanoma_2259,benign
melanoma_1393,benign
melanoma_5459,malignant
melanoma_2228,benign
melanoma_7436,malignant
melanoma_4645,benign
melanoma_8321,malignant
melanoma_1026,benign
melanoma_3639,benign
melanoma_726,benign
melanoma_6342,malignant
melanoma_4935,benign
melanoma_1583,benign
melanoma_2628,benign
melanoma_6150,malignant
melanoma_7450,malignant
melanoma_3108,benign
melanoma_5378,malignant
melanoma_4496,benign
melanoma_8752,malignant
melanoma_6517,malignant
melanoma_2615,benign
melanoma_4628,benign
melanoma_2165,benign
melanoma_4618,benign
melanoma_9136,malignant
melanoma_3975,benign
melanoma_4850,benign
melanoma_1739,benign
melanoma_7646,malignant
melanoma_5005,malignant
melanoma_5087,malignant
melanoma_1806,benign
melanoma_8601,malignant
melanoma_6501,malignant
melanoma_8916,malignant
melanoma_8781,malignant
melanoma_5299,malignant
melanoma_1116,benign
melanoma_8,benign
melanoma_3246,benign
melanoma_6166,malignant
melanoma_8813,malignant
melanoma_795,benign
melanoma_5313,malignant
melanoma_3869,benign
melanoma_2343,benign
melanoma_2446,benign
melanoma_7460,malignant
melanoma_156,benign
melanoma_3710,benign
melanoma_4835,benign
melanoma_2829,benign
melanoma_3094,benign
melanoma_4667,benign
melanoma_2900,benign
melanoma_5973,malignant
melanoma_1264,benign
melanoma_8479,malignant
melanoma_8374,malignant
melanoma_7622,malignant
melanoma_3252,benign
melanoma_4689,benign
melanoma_5672,malignant
melanoma_7588,malignant
melanoma_3706,benign
melanoma_8305,malignant
melanoma_6163,malignant
melanoma_1953,benign
melanoma_2596,benign
melanoma_7352,malignant
melanoma_2926,benign
melanoma_689,benign
melanoma_1391,benign
melanoma_5501,malignant
melanoma_336,benign
melanoma_2663,benign
melanoma_7268,malignant
melanoma_1430,benign
melanoma_3397,benign
melanoma_8325,malignant
melanoma_6006,malignant
melanoma_6878,malignant
melanoma_4602,benign
melanoma_6190,malignant
melanoma_8510,malignant
melanoma_7471,malignant
melanoma_626,benign
melanoma_1148,benign
melanoma_2565,benign
melanoma_1023,benign
melanoma_2812,benign
melanoma_7230,malignant
melanoma_7384,malignant
melanoma_2929,benign
melanoma_8879,malignant
melanoma_2035,benign
melanoma_1102,benign
melanoma_3231,benign
melanoma_1005,benign
melanoma_6865,malignant
melanoma_3209,benign
melanoma_3699,benign
melanoma_348,benign
melanoma_9526,malignant
melanoma_2744,benign
melanoma_790,benign
melanoma_1726,benign
melanoma_56,benign
melanoma_2177,benign
melanoma_2106,benign
melanoma_6680,malignant
melanoma_2830,benign
melanoma_2271,benign
melanoma_6070,malignant
melanoma_6043,malignant
melanoma_7130,malignant
melanoma_2639,benign
melanoma_8179,malignant
melanoma_4026,benign
melanoma_5451,malignant
melanoma_8195,malignant
melanoma_6574,malignant
melanoma_2562,benign
melanoma_5859,malignant
melanoma_6199,malignant
melanoma_6812,malignant
melanoma_1226,benign
melanoma_5872,malignant
melanoma_8717,malignant
melanoma_8393,malignant
melanoma_7838,malignant
melanoma_2000,benign
melanoma_1572,benign
melanoma_9237,malignant
melanoma_4501,benign
melanoma_680,benign
melanoma_2210,benign
melanoma_7019,malignant
melanoma_3308,benign
melanoma_6366,malignant
melanoma_4271,benign
melanoma_2598,benign
melanoma_4504,benign
melanoma_6587,malignant
melanoma_5866,malignant
melanoma_4065,benign
melanoma_8408,malignant
melanoma_7329,malignant
melanoma_6456,malignant
melanoma_4707,benign
melanoma_4932,benign
melanoma_1337,benign
melanoma_3030,benign
melanoma_9570,malignant
melanoma_7388,malignant
melanoma_3817,benign
melanoma_5955,malignant
melanoma_804,benign
melanoma_8238,malignant
melanoma_3092,benign
melanoma_3906,benign
melanoma_9286,malignant
melanoma_4233,benign
melanoma_7731,malignant
melanoma_947,benign
melanoma_6470,malignant
melanoma_7414,malignant
melanoma_6770,malignant
melanoma_3032,benign
melanoma_2017,benign
melanoma_3468,benign
melanoma_5757,malignant
melanoma_439,benign
melanoma_7859,malignant
melanoma_1579,benign
melanoma_2171,benign
melanoma_3494,benign
melanoma_2384,benign
melanoma_5931,malignant
melanoma_6952,malignant
melanoma_8264,malignant
melanoma_692,benign
melanoma_6044,malignant
melanoma_201,benign
melanoma_9221,malignant
melanoma_6177,malignant
melanoma_2990,benign
melanoma_2590,benign
melanoma_9236,malignant
melanoma_8817,malignant
melanoma_1640,benign
melanoma_2938,benign
melanoma_6735,malignant
melanoma_4494,benign
melanoma_1557,benign
melanoma_5548,malignant
melanoma_4805,benign
melanoma_6281,malignant
melanoma_7042,malignant
melanoma_7845,malignant
melanoma_9290,malignant
melanoma_9116,malignant
melanoma_3948,benign
melanoma_5971,malignant
melanoma_2781,benign
melanoma_5854,malignant
melanoma_5471,malignant
melanoma_5363,malignant
melanoma_3597,benign
melanoma_9577,malignant
melanoma_9381,malignant
melanoma_408,benign
melanoma_5082,malignant
melanoma_5014,malignant
melanoma_95,benign
melanoma_7062,malignant
melanoma_3882,benign
melanoma_8124,malignant
melanoma_6233,malignant
melanoma_8075,malignant
melanoma_8457,malignant
melanoma_1429,benign
melanoma_1986,benign
melanoma_4113,benign
melanoma_9072,malignant
melanoma_5564,malignant
melanoma_7976,malignant
melanoma_6158,malignant
melanoma_655,benign
melanoma_4580,benign
melanoma_3044,benign
melanoma_9443,malignant
melanoma_1410,benign
melanoma_7919,malignant
melanoma_8939,malignant
melanoma_236,benign
melanoma_4159,benign
melanoma_1034,benign
melanoma_3950,benign
melanoma_4619,benign
melanoma_9587,malignant
melanoma_9511,malignant
melanoma_5940,malignant
melanoma_1984,benign
melanoma_6095,malignant
melanoma_5255,malignant
melanoma_4608,benign
melanoma_5279,malignant
melanoma_2665,benign
melanoma_7365,malignant
melanoma_3011,benign
melanoma_6038,malignant
melanoma_8373,malignant
melanoma_3350,benign
melanoma_1464,benign
melanoma_1244,benign
melanoma_2467,benign
melanoma_3247,benign
melanoma_3992,benign
melanoma_6646,malignant
melanoma_1108,benign
melanoma_4760,benign
melanoma_5543,malignant
melanoma_8577,malignant
melanoma_3236,benign
melanoma_4315,benign
melanoma_4738,benign
melanoma_4021,benign
melanoma_2818,benign
melanoma_2375,benign
melanoma_4695,benign
melanoma_5292,malignant
melanoma_687,benign
melanoma_1574,benign
melanoma_6940,malignant
melanoma_2805,benign
melanoma_6543,malignant
melanoma_4260,benign
melanoma_5450,malignant
melanoma_8216,malignant
melanoma_2173,benign
melanoma_395,benign
melanoma_715,benign
melanoma_6959,malignant
melanoma_8810,malignant
